#Plane_2u1
#Card       tzero  t_zero_err      entries
0    28.50000     0.00000             170
1    -5.44566     1.36390             4335
2    5.06157     0.86913             30280
3    6.05933     0.90865             37821
4    -2.86951     0.32437             29438
5    -1.32766     0.59199             16097
6    10.50000     0.00000             1455
