#Plane_1u2
#Card       tzero  t_zero_err      entries
0    -9.50000     0.00000             39
1    -1.91632     0.62737             12086
2    -1.53931     0.24121             57102
3    0.88151     0.60863             22360
4    2.03290     0.96689             13727
5    0.82724     1.20830             7429
6    10.50000     0.00000             570
