#Plane_2x1
#Card       tzero  t_zero_err      entries
0    2.49532     0.83661             25008
1    0.82897     0.52201             31672
2    -3.50445     0.43736             29635
3    -1.59403     0.51026             21932
4    6.61935     1.80433             11488
