#Plane_1x2
#Card       tzero  t_zero_err      entries
0    2.17722     1.01258             18563
1    1.13901     0.47495             32971
2    -4.59605     0.31379             33413
3    -0.91262     0.42429             23020
4    2.38740     0.99446             9175
