#Plane_2u2
#Card       tzero  t_zero_err      entries
0    30.50000     0.00000             124
1    -0.38229     3.15062             2951
2    4.81064     0.82296             24964
3    -2.89363     0.36317             39386
4    -2.57534     0.41227             31468
5    -0.26487     0.52144             18923
6    -10.90303     5.52086             2547
