#Plane_2v2
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             140
1    -2.78904     0.37185             23417
2    5.36986     0.61035             53124
3    5.99450     1.38106             19748
4    2.76345     1.13396             13971
5    2.02981     2.09363             9002
6    0.50000     0.00000             1298
