#Plane_2v1
#Card       tzero  t_zero_err      entries
0    20.50000     0.00000             351
1    -5.14258     0.38130             31419
2    5.34391     0.90547             50164
3    4.31506     1.37033             17950
4    2.31244     1.03250             12623
5    -0.10534     1.08720             7842
6    14.50000     0.00000             747
