#Plane_1v2
#Card       tzero  t_zero_err      entries
0    20.50000     0.00000             46
1    4.62766     5.95123             2256
2    5.98607     1.53081             24868
3    -1.79352     0.24285             40209
4    -2.43800     0.25463             30977
5    0.24586     0.67776             17949
6    2.50000     0.00000             1259
