#Plane_1x1
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             1154
1    5.54074     0.79423             56977
2    3.83574     0.47880             83625
3    -3.63357     0.29653             102128
4    -3.96733     0.21658             113667
5    -3.40099     0.23389             115099
6    -3.11729     0.40173             30606
