#Plane_2v1
#Card       tzero  t_zero_err      entries
0    8.34167     1.93865             12277
1    10.74473     0.99819             74575
2    0.40725     0.23189             153698
3    0.69614     0.23707             173139
4    -0.50503     0.38811             77335
5    -10.75128     1.41058             11084
