#Plane_2x1
#Card       tzero  t_zero_err      entries
0    2.58265     1.19501             10822
1    0.07553     0.39940             62907
2    -0.13651     0.26839             72360
3    8.78713     0.85390             90698
4    7.53758     0.89496             102475
5    7.84544     0.65620             108930
6    9.61449     1.30856             49080
