#Plane_1v2
#Card       tzero  t_zero_err      entries
0    -0.35414     1.14432             6714
1    -3.69665     0.32277             55817
2    -1.41901     0.20477             115325
3    -12.64711     0.60744             159505
4    6.99700     0.80006             117546
5    4.52419     0.94989             26286
