#Plane_1u1
#Card       tzero  t_zero_err      entries
0    3.62635     2.67743             7243
1    5.86717     0.77864             73704
2    -2.96981     0.16590             161588
3    -2.64327     0.19528             184139
4    -4.95362     0.34860             75184
5    -12.54830     2.18648             7970
